"Locus"	"Missing"	"Paralogous"	"CountNuc"	"CountAA"	"MinLength"	"MaxLength"	"AvgLength"	"NonVarNuc"	"NonVarAA"	"AllelicDiv"	"ADivNM"	"VSitesNuc"	"VSitesAA"	"RatioCount"	"RatioVS"
"MYCO000002"	4	0	1	3	1209	1209	1209	951	341	0.000827129859387924	-0.00257579228198094	0.213399503722084	0.153846153846154	3	0.72093023255814
"MYCO000002"	4	0	2	3	1209	1209	1209	951	341	0.00165425971877585	-0.00174866242259301	0.213399503722084	0.153846153846154	1.5	0.72093023255814
"MYCO000002"	4	0	3	3	1209	1209	1209	951	341	0.00248138957816377	-0.000921532563205088	0.213399503722084	0.153846153846154	1	0.72093023255814
"MYCO000003"	1	0	1	7	1149	1158	1156.71428571429	621	235	0.00086451772261331	-0.00253840441875555	0.463134494257134	0.390515005557616	7	0.843200000000001
"MYCO000003"	1	0	2	7	1149	1158	1156.71428571429	621	235	0.00172903544522662	-0.00167388669614224	0.463134494257134	0.390515005557616	3.5	0.843200000000001
"MYCO000003"	1	0	3	7	1149	1158	1156.71428571429	621	235	0.00259355316783993	-0.000809368973528929	0.463134494257134	0.390515005557616	2.33333333333333	0.843200000000001
"MYCO000003"	1	0	4	7	1149	1158	1156.71428571429	621	235	0.00345807089045324	5.51487490843812e-05	0.463134494257134	0.390515005557616	1.75	0.843200000000001
"MYCO000003"	1	0	5	7	1149	1158	1156.71428571429	621	235	0.00432258861306655	0.000919666471697692	0.463134494257134	0.390515005557616	1.4	0.843200000000001
"MYCO000003"	1	0	6	7	1149	1158	1156.71428571429	621	235	0.00518710633567986	0.001784184194311	0.463134494257134	0.390515005557616	1.16666666666667	0.843200000000001
"MYCO000003"	1	0	7	7	1149	1158	1156.71428571429	621	235	0.00605162405829317	0.00264870191692431	0.463134494257134	0.390515005557616	1	0.843200000000001
"MYCO000004"	5	0	1	2	564	564	564	563	186	0.00177304964539007	-0.00162987249597879	0.00177304964539007	0.0106382978723404	2	6
"MYCO000004"	5	0	2	2	564	564	564	563	186	0.00354609929078014	0.000143177149411282	0.00177304964539007	0.0106382978723404	1	6
"MYCO000007"	5	0	1	2	915	915	915	914	303	0.00109289617486339	-0.00231002596650547	0.00109289617486339	0.00655737704918033	2	6
"MYCO000007"	5	0	2	2	915	915	915	914	303	0.00218579234972678	-0.00121712979164208	0.00109289617486339	0.00655737704918033	1	6
"MYCO000008"	5	0	1	2	438	438	438	437	144	0.00228310502283105	-0.00111981711853781	0.00228310502283105	0.0136986301369863	2	6
"MYCO000008"	5	0	2	2	438	438	438	437	144	0.0045662100456621	0.00116328790429324	0.00228310502283105	0.0136986301369863	1	6
"MYCO000010"	6	0	1	1	426	426	426	0	0	0.00234741784037559	-0.00105550430099327	1	1	1	1
"MYCO000012"	5	0	1	4	789	789	789	786	259	0.00126742712294043	-0.00213549501842843	0.00380228136882129	0.0152091254752852	4	4
"MYCO000012"	5	0	2	4	789	789	789	786	259	0.00253485424588086	-0.000868067895487998	0.00380228136882129	0.0152091254752852	2	4
"MYCO000012"	5	0	3	4	789	789	789	786	259	0.00380228136882129	0.000399359227452433	0.00380228136882129	0.0152091254752852	1.33333333333333	4
"MYCO000012"	5	0	4	4	789	789	789	786	259	0.00506970849176172	0.00166678635039286	0.00380228136882129	0.0152091254752852	1	4
"MYCO000014"	1	0	1	5	1878	1881	1880.4	1206	433	0.000531801744309721	-0.00287112039705914	0.358647096362476	0.309189534141672	5	0.862099644128114
"MYCO000014"	1	0	2	5	1878	1881	1880.4	1206	433	0.00106360348861944	-0.00233931865274942	0.358647096362476	0.309189534141672	2.5	0.862099644128114
"MYCO000014"	1	0	3	5	1878	1881	1880.4	1206	433	0.00159540523292916	-0.0018075169084397	0.358647096362476	0.309189534141672	1.66666666666667	0.862099644128114
"MYCO000014"	1	0	4	5	1878	1881	1880.4	1206	433	0.00212720697723889	-0.00127571516412997	0.358647096362476	0.309189534141672	1.25	0.862099644128114
"MYCO000014"	1	0	5	5	1878	1881	1880.4	1206	433	0.00265900872154861	-0.000743913419820253	0.358647096362476	0.309189534141672	1	0.862099644128114
"MYCO000014"	1	0	6	5	1878	1881	1880.4	1206	433	0.00319081046585833	-0.000212111675510532	0.358647096362476	0.309189534141672	0.833333333333333	0.862099644128114
"MYCO000018"	5	0	1	3	1545	1545	1545	1541	511	0.000647249190938511	-0.00275567295043035	0.00258899676375405	0.00776699029126214	3	3
"MYCO000018"	5	0	2	3	1545	1545	1545	1541	511	0.00129449838187702	-0.00210842375949184	0.00258899676375405	0.00776699029126214	1.5	3
"MYCO000018"	5	0	3	3	1545	1545	1545	1541	511	0.00194174757281553	-0.00146117456855333	0.00258899676375405	0.00776699029126214	1	3
"MYCO000020"	4	0	1	4	1566	1599	1578.75	1260	421	0.000633412509897071	-0.00276950963147179	0.201900237529691	0.2	4	0.990588235294118
"MYCO000020"	4	0	2	4	1566	1599	1578.75	1260	421	0.00126682501979414	-0.00213609712157472	0.201900237529691	0.2	2	0.990588235294118
"MYCO000020"	4	0	3	4	1566	1599	1578.75	1260	421	0.00190023752969121	-0.00150268461167765	0.201900237529691	0.2	1.33333333333333	0.990588235294118
"MYCO000020"	4	0	4	4	1566	1599	1578.75	1260	421	0.00253365003958828	-0.000869272101780578	0.201900237529691	0.2	1	0.990588235294118
"MYCO000020"	4	0	5	4	1566	1599	1578.75	1260	421	0.00316706254948535	-0.000235859591883507	0.201900237529691	0.2	0.8	0.990588235294118
"MYCO000021"	5	0	1	2	969	969	969	968	321	0.00103199174406605	-0.00237093039730281	0.00103199174406605	0.00619195046439629	2	6
"MYCO000021"	5	0	2	2	969	969	969	968	321	0.00206398348813209	-0.00133893865323677	0.00103199174406605	0.00619195046439629	1	6
"MYCO000022"	5	0	1	1	420	420	420	0	0	0.00238095238095238	-0.00102196976041648	1	1	1	1
"MYCO000023"	3	0	1	3	771	789	783	613	219	0.00127713920817369	-0.00212578293319517	0.217113665389527	0.160919540229885	3	0.741176470588235
"MYCO000023"	3	0	2	3	771	789	783	613	219	0.00255427841634738	-0.000848643725021478	0.217113665389527	0.160919540229885	1.5	0.741176470588235
"MYCO000023"	3	0	3	3	771	789	783	613	219	0.00383141762452107	0.000428495483152213	0.217113665389527	0.160919540229885	1	0.741176470588235
"MYCO000024"	6	0	1	1	846	846	846	0	0	0.00118203309692671	-0.00222088904444215	1	1	1	1
"MYCO000025"	6	0	1	2	363	363	363	362	119	0.00275482093663912	-0.000648101204729741	0.00275482093663912	0.0165289256198347	2	6
"MYCO000025"	6	0	2	2	363	363	363	362	119	0.00550964187327824	0.00210671973190938	0.00275482093663912	0.0165289256198347	1	6
