GbGDiv results table from 'allMtub-MYCOBACT' records table.
Created at 16:55, on Tue 3 May, 2016
Software version: 0.9
Isolate records read from table: 7670

"Locus"	"Missing"	"Paralogous"	"CountNuc"	"CountAA"	"MinLength"	"MaxLength"	"AvgLength"	"NonVarNuc"	"NonVarAA"	"AllelicDiv"	"ADivNM"	"VSitesNuc"	"VSitesAA"	"RatioCount"	"RatioVS"
"BACT000051"	228	1	35	25	339	609	568.2	90	28	0.0615980288630764	-0.000408526937795228	0.841605068637804	0.852164730728617	0.714285714285714	1.01254705144291
"BACT000052"	3	1	19	10	276	303	300.3	131	42	0.0632700632700633	0.00126350746919166	0.563769563769564	0.58041958041958	0.526315789473684	1.02953337271116
"BACT000053"	7	1	19	11	318	318	318	157	52	0.059748427672956	-0.00225812812791563	0.506289308176101	0.509433962264151	0.578947368421053	1.00621118012422
"BACT000056"	11	1	14	8	258	285	263.625	131	12	0.0531057373162636	-0.00890081848460797	0.503082029397819	0.863442389758179	0.571428571428571	1.71630537229029
"BACT000057"	6	7424	6	5	234	285	265.2	92	23	0.0226244343891403	-0.0393821214117313	0.653092006033183	0.739819004524887	0.833333333333333	1.13279445727483
"BACT000058"	1	2	16	11	204	234	228.272727272727	93	15	0.0700915969733175	0.00808504117244588	0.592592592592592	0.802867383512544	0.6875	1.35483870967742
"BACT000059"	0	1	15	12	180	198	196.5	77	25	0.0763358778625954	0.0143293220617238	0.608142493638677	0.618320610687023	0.8	1.01673640167364
"BACT000060"	4	1	13	9	243	258	244.666666666667	107	24	0.053133514986376	-0.00887304081449565	0.562670299727521	0.705722070844687	0.692307692307692	1.25423728813559
"BACT000061"	22	1	19	15	174	183	174.8	44	10	0.108695652173913	0.0466890963730414	0.748283752860412	0.82837528604119	0.789473684210526	1.10703363914373
"BACT000062"	3	6388	10	10	150	168	163.8	31	7	0.061050061050061	-0.000956494750810557	0.810744810744811	0.871794871794872	1	1.07530120481928
"BACT000063"	3	2	17	10	135	144	142.5	53	22	0.119298245614035	0.0572916898131635	0.628070175438596	0.536842105263158	0.588235294117647	0.854748603351955
"BACT000064"	5	1	16	12	189	201	195	75	11	0.0820512820512821	0.0200447262504105	0.615384615384615	0.830769230769231	0.75	1.35
"BACT000065"	5	1	8	7	114	114	114	66	20	0.0701754385964912	0.00816888279561962	0.421052631578947	0.473684210526316	0.875	1.125
"MYCO000001"	54	0	158	118	1521	1536	1524.17796610169	1373	412	0.103662435433382	0.0416558796325104	0.0991865579111801	0.189071074711011	0.746835443037975	1.90621671618367
"MYCO000005"	43	0	179	112	2025	2031	2027.97321428571	1867	584	0.0882654656082561	0.0262589098073845	0.0793764006110937	0.1360832639907	0.625698324022346	1.71440457041435
"MYCO000006"	75	0	293	197	2517	2520	2517.0152284264	2270	695	0.116407718432113	0.054401162631241	0.098138154126636	0.171637908085478	0.672354948805461	1.7489416793391
"MYCO000009"	21	0	40	16	549	549	549	512	169	0.0728597449908925	0.0108531891900209	0.0673952641165756	0.0765027322404372	0.4	1.13513513513514
"MYCO000011"	13	0	32	24	282	282	282	252	74	0.113475177304965	0.0514686215040929	0.106382978723404	0.212765957446809	0.75	2
"MYCO000013"	10	0	72	40	663	699	698.1	599	178	0.10313708637731	0.0411305305764382	0.141956739722103	0.235066609368285	0.555555555555556	1.65590312815338
"MYCO000015"	1711	0	97	53	1272	1296	1295.43396226415	1179	372	0.0748783827084972	0.0128718269076256	0.0898802761513583	0.138512627807393	0.54639175257732	1.54107924161401
"MYCO000016"	121	0	110	66	1476	1476	1476	1365	428	0.0745257452574526	0.012519189456581	0.0752032520325203	0.130081300813008	0.6	1.72972972972973
"MYCO000017"	100	0	109	70	1407	1410	1409.95714285714	1300	407	0.0773073143053995	0.0153007585045279	0.0779861596603729	0.134016231496396	0.642201834862385	1.71846173833963
"MYCO000019"	12	0	42	20	468	468	468	427	136	0.0897435897435897	0.0277370339427181	0.0876068376068376	0.128205128205128	0.476190476190476	1.46341463414634
"MYCO000038"	495	0	43	18	609	609	609	567	185	0.0706075533661741	0.00860099756530246	0.0689655172413793	0.0886699507389163	0.418604651162791	1.28571428571429
"MYCO000046"	22	0	81	49	1104	1104	1104	1022	318	0.0733695652173913	0.0113630094165197	0.0742753623188406	0.135869565217391	0.604938271604938	1.82926829268293
"MYCO000047"	28	0	42	27	543	543	543	501	153	0.0773480662983425	0.0153415104974709	0.0773480662983425	0.154696132596685	0.642857142857143	2
"MYCO000049"	50	0	33	20	414	414	414	384	121	0.0797101449275362	0.0177035891266646	0.072463768115942	0.123188405797101	0.606060606060606	1.7
"MYCO000050"	827	0	180	115	2031	2052	2041.74782608696	1892	587	0.0881597608187357	0.0261532050178641	0.073342958505289	0.137503673323369	0.638888888888889	1.87480401834967
"MYCO000051"	638	0	135	90	1683	1683	1683	1551	476	0.0802139037433155	0.0182073479424439	0.0784313725490196	0.151515151515152	0.666666666666667	1.93181818181818
"MYCO000054"	296	0	33	16	495	498	495.1875	465	151	0.0666414237031427	0.00463486790227114	0.0609617569102613	0.0851950018932223	0.484848484848485	1.39751552795031
"MYCO000066"	37	0	154	96	2238	2238	2238	2091	663	0.0688114387846291	0.00680488298375753	0.0656836461126005	0.111260053619303	0.623376623376623	1.69387755102041
"MYCO000068"	216	0	97	73	912	921	912.164383561644	786	227	0.106340481768487	0.0443339259676152	0.138313209587313	0.253424040367634	0.752577319587629	1.83224755700326
"MYCO000129"	74	0	42	23	1023	1023	1023	983	319	0.0410557184750733	-0.0209508373257983	0.0391006842619746	0.0645161290322581	0.547619047619048	1.65
"MYCO000183"	405	0	65	46	840	840	840	777	237	0.0773809523809524	0.0153743965800808	0.075	0.153571428571429	0.707692307692308	2.04761904761905
"MYCO000184"	450	0	44	27	747	750	749.888888888889	706	224	0.0586753593124907	-0.00333119648838088	0.0585271892132169	0.103867239591051	0.613636363636364	1.7746835443038
"MYCO000189"	997	0	79	40	1728	1728	1728	1654	539	0.0457175925925926	-0.016288963208279	0.0428240740740741	0.0642361111111111	0.506329113924051	1.5
"MYCO000198"	84	0	132	89	1989	1992	1991.96629213483	1859	578	0.0662661815720451	0.00425962577117346	0.0667512761936987	0.129503342076317	0.674242424242424	1.94008788237283
"MYCO000204"	238	0	66	41	1236	1239	1238.92682926829	1171	373	0.0532719111741083	-0.00873464462676329	0.0548271517442298	0.0967989605480727	0.621212121212121	1.76552962298028
"MYCO000207"	25	0	54	32	729	732	729.09375	676	212	0.0740645493120741	0.0120579935112025	0.0728215678710728	0.127684196991128	0.592592592592593	1.75338434373161
"MYCO000211"	88	0	131	89	1821	1821	1821	1694	526	0.071938495332235	0.00993193953136343	0.0697419000549149	0.133443163097199	0.679389312977099	1.91338582677165
"MYCO000223"	766	0	92	71	1464	1464	1464	1373	421	0.0628415300546448	0.000834974253773209	0.0621584699453552	0.137295081967213	0.771739130434783	2.20879120879121
"MYCO000225"	51	0	53	26	1155	1155	1155	1104	359	0.0458874458874459	-0.0161191099134257	0.0441558441558442	0.0675324675324675	0.490566037735849	1.52941176470588
"MYCO000227"	852	0	73	40	1266	1266	1266	1183	378	0.0576619273301738	-0.00434462847069783	0.0655608214849921	0.104265402843602	0.547945205479452	1.59036144578313
"MYCO000228"	179	0	80	55	1224	1227	1224.05454545455	1139	338	0.065356564621303	0.00335000882043142	0.0694859112041981	0.171605543424984	0.6875	2.46964514749885
"MYCO000236"	1706	0	216	146	4203	4218	4203.10273972603	3993	1263	0.0513906067435505	-0.0106159490573211	0.04998753367131	0.0985231067068855	0.675925925925926	1.97095354523226
"MYCO000237"	189	0	89	56	1167	1167	1167	1082	335	0.0762639245929734	0.0142573687921018	0.0728363324764353	0.138817480719794	0.629213483146067	1.90588235294118
"MYCO000238"	24	0	42	12	615	615	615	576	194	0.0682926829268293	0.00628612712595767	0.0634146341463415	0.0536585365853659	0.285714285714286	0.846153846153846
"MYCO000241"	48	0	76	49	843	843	843	767	233	0.0901542111506524	0.0281476553497808	0.0901542111506524	0.170818505338078	0.644736842105263	1.89473684210526
"MYCO000242"	1269	0	80	52	1365	1365	1365	1292	409	0.0586080586080586	-0.003398497192813	0.0534798534798535	0.101098901098901	0.65	1.89041095890411
"MYCO000243"	698	0	80	48	1323	1323	1323	1245	395	0.0604686318972033	-0.00153792390366827	0.0589569160997732	0.104308390022676	0.6	1.76923076923077
"MYCO000244"	161	3811	95	74	1830	1839	1835.47297297297	1209	351	0.0517577765507087	-0.0102487792501629	0.341314191054665	0.426305908337934	0.778947368421053	1.24901313660778
"MYCO000247"	16	0	37	23	747	747	747	711	227	0.0495314591700134	-0.0124750966308582	0.0481927710843374	0.0883534136546185	0.621621621621622	1.83333333333333
"MYCO000248"	42	0	72	38	1941	1941	1941	1869	612	0.0370942812982998	-0.0249122745025718	0.0370942812982998	0.0540958268933539	0.527777777777778	1.45833333333333
"MYCO000270"	65	0	113	63	1683	1683	1683	1579	504	0.0671420083184789	0.0051354525176073	0.0617944147355912	0.101604278074866	0.557522123893805	1.64423076923077
"MYCO000274"	480	0	48	31	579	582	581.806451612903	532	153	0.0825016633399867	0.0204951075391151	0.0856065646484804	0.211077844311377	0.645833333333333	2.46567357512954
"MYCO000321"	13	0	34	22	573	573	573	541	172	0.0593368237347295	-0.0026697320661421	0.0558464223385689	0.0994764397905759	0.647058823529412	1.78125
"MYCO000322"	94	0	72	43	1332	1332	1332	1259	400	0.0540540540540541	-0.00795250174681755	0.0548048048048048	0.0990990990990991	0.597222222222222	1.80821917808219
"MYCO000334"	10	0	38	27	867	870	867.111111111111	830	250	0.0438236801640185	-0.0181828756368531	0.0427985648385442	0.135058944131215	0.710526315789474	3.1556886227545
"MYCO000337"	63	0	61	29	1287	1290	1289.89655172414	1229	402	0.0472906140561926	-0.014715941744679	0.0472104151629389	0.0650413024300279	0.475409836065574	1.37768969422422
"MYCO000350"	126	0	70	42	1878	1878	1878	1809	586	0.0372736954206603	-0.0247328603802113	0.036741214057508	0.0638977635782748	0.6	1.73913043478261
"MYCO000352"	785	0	55	35	1176	1188	1187.57142857143	1128	366	0.0463130037290989	-0.0156935520717727	0.0501623962468435	0.0754240346445338	0.636363636363636	1.50359712230215
"MYCO000357"	26	0	61	28	1299	1299	1299	1239	406	0.0469591993841416	-0.01504735641673	0.046189376443418	0.0623556581986143	0.459016393442623	1.35
"MYCO000360"	250	0	34	27	435	438	437.888888888889	398	118	0.0776452676985536	0.015638711897682	0.0910936310581074	0.191575742197412	0.794117647058823	2.10306406685236
"MYCO000383"	1420	0	40	27	855	855	855	817	260	0.0467836257309941	-0.0152229300698774	0.0444444444444444	0.087719298245614	0.675	1.97368421052632
"MYCO000384"	961	0	107	50	2547	2553	2547.12	2447	805	0.0420082289016615	-0.0199983268992101	0.0393071390433116	0.0518703476867992	0.467289719626168	1.3196164602477
"MYCO000407"	354	0	66	38	1011	1011	1011	950	303	0.0652818991097923	0.00327534330892068	0.0603363006923838	0.100890207715134	0.575757575757576	1.67213114754098
"MYCO000410"	232	0	125	76	2253	2253	2253	2132	654	0.0554815801154017	-0.00652497568546992	0.0537061695517088	0.129161118508655	0.608	2.40495867768595
"MYCO000411"	211	0	58	30	987	990	987.7	935	300	0.0587222840943606	-0.00328427170651097	0.053356282271945	0.0887921433633695	0.517241379310345	1.66413662239089
"MYCO000414"	1581	0	35	18	669	669	669	635	206	0.0523168908819133	-0.0096896649189583	0.0508221225710015	0.0762331838565022	0.514285714285714	1.5
"MYCO000415"	1671	0	54	30	1023	1032	1023.3	954	296	0.0527704485488127	-0.00923610725205893	0.0677220756376429	0.132219290530636	0.555555555555556	1.95238095238095
"MYCO000417"	529	1912	35	24	744	759	758.25	707	224	0.0461589185624794	-0.0158476372383922	0.0675898450379162	0.113748763600396	0.685714285714286	1.68292682926829
"MYCO000423"	47	0	66	32	1641	1644	1643.90625	1560	510	0.0401482748788138	-0.0218582809220578	0.0510407755916738	0.0692899914456801	0.484848484848485	1.35754189944134
"MYCO000429"	18	0	35	20	594	594	594	561	178	0.0589225589225589	-0.00308399687831268	0.0555555555555556	0.101010101010101	0.571428571428571	1.81818181818182
"MYCO000432"	26	0	34	20	723	723	723	693	222	0.0470262793914246	-0.014980276409447	0.04149377593361	0.0788381742738589	0.588235294117647	1.9
"MYCO000433"	47	0	51	30	1128	1131	1130.9	1076	346	0.0450968255371828	-0.0169097302636888	0.0485454063135557	0.0821469625961624	0.588235294117647	1.69216757741348
"MYCO000439"	289	0	60	40	936	936	936	878	276	0.0641025641025641	0.0020960083016925	0.061965811965812	0.115384615384615	0.666666666666667	1.86206896551724
"MYCO000440"	87	0	71	21	1623	1623	1623	1552	521	0.0437461491065927	-0.0182604066942789	0.0437461491065927	0.0369685767097967	0.295774647887324	0.845070422535211
"MYCO000462"	17	0	55	25	1395	1395	1395	1340	439	0.039426523297491	-0.0225800325033806	0.039426523297491	0.0559139784946237	0.454545454545455	1.41818181818182
"MYCO000465"	68	0	88	66	1416	1425	1424.81818181818	1329	410	0.0617622663178716	-0.000244289483000023	0.0672494098130531	0.136731959420659	0.75	2.03320683111957
"MYCO000466"	33	0	39	24	795	795	795	755	241	0.0490566037735849	-0.0129499520272867	0.050314465408805	0.0905660377358491	0.615384615384615	1.8
"MYCO000467"	29	0	54	25	1287	1287	1287	1233	403	0.041958041958042	-0.0200485138428296	0.041958041958042	0.0606060606060606	0.462962962962963	1.44444444444444
"MYCO000468"	69	0	47	32	861	867	861.1875	816	256	0.0545758037593439	-0.00743075204152767	0.0524711517526671	0.10820814282604	0.680851063829787	2.06224066390041
"MYCO000472"	18	0	37	25	705	714	707.88	671	213	0.0522687461151608	-0.00973780968571084	0.05209922585749	0.0973046279030344	0.675675675675676	1.86767895878525
"MYCO000475"	176	0	45	34	582	603	598.588235294118	515	131	0.0751768867924528	0.0131703309915812	0.139642295597485	0.343455188679246	0.755555555555556	2.45953553835327
"MYCO000483"	84	0	69	34	1356	1356	1356	1290	419	0.0508849557522124	-0.0111216000486592	0.0486725663716814	0.0730088495575221	0.492753623188406	1.5
"MYCO000484"	74	0	45	27	756	765	756.444444444444	714	228	0.0594888366627497	-0.00251771913812187	0.0561104582843708	0.095769682726204	0.6	1.70680628272252
"MYCO000486"	460	0	74	41	1443	1464	1443.58536585366	1375	445	0.0512612566948823	-0.0107452991059893	0.0475104330342822	0.0752192204369212	0.554054054054054	1.5832147937411
"MYCO000489"	1135	0	33	18	750	750	750	691	220	0.044	-0.0180065558008716	0.0786666666666667	0.12	0.545454545454545	1.52542372881356
"MYCO000490"	93	0	49	27	1233	1233	1233	1186	385	0.0397404703974047	-0.0222660854034669	0.0381184103811841	0.0632603406326034	0.551020408163265	1.65957446808511
"MYCO000491"	10	0	21	11	684	684	684	665	218	0.0307017543859649	-0.0313048014149067	0.0277777777777778	0.043859649122807	0.523809523809524	1.57894736842105
"MYCO000495"	21	0	50	23	888	894	891	843	276	0.0561167227833895	-0.00588983301748215	0.0538720538720539	0.0707070707070707	0.46	1.3125
"MYCO000496"	96	0	48	28	987	987	987	939	294	0.0486322188449848	-0.0133743369558868	0.0486322188449848	0.106382978723404	0.583333333333333	2.1875
"MYCO000498"	132	0	55	29	840	843	842.896551724138	785	248	0.065251186385207	0.00324463058433539	0.0686876125020456	0.1173294059892	0.527272727272727	1.70815961882073
"MYCO000501"	37	0	65	41	1131	1131	1131	1070	340	0.0574712643678161	-0.00453529143305551	0.0539345711759505	0.0981432360742706	0.630769230769231	1.81967213114754
"MYCO000502"	58	0	52	31	1077	1077	1077	1026	330	0.0482822655524605	-0.0137242902484111	0.0473537604456825	0.0807799442896936	0.596153846153846	1.70588235294118
"MYCO000505"	1838	0	44	28	1116	1122	1121.57142857143	1062	161	0.0392306712520697	-0.0227758845488018	0.0531142529614074	0.569354222392053	0.636363636363636	10.7194244604314
"MYCO000509"	168	0	75	43	1395	1407	1406.72093023256	1315	410	0.0533154788473937	-0.00869107695347793	0.0652019375423643	0.125626146902744	0.573333333333333	1.92672413793102
"MYCO000510"	124	0	45	27	930	930	930	886	284	0.0483870967741935	-0.0136194590266781	0.0473118279569892	0.0838709677419355	0.6	1.77272727272727
"MYCO000512"	168	0	53	31	987	990	989.903225806452	940	301	0.0535405872193437	-0.00846596858152793	0.0504122266757915	0.0877896177534465	0.584905660377358	1.74143503555268
"MYCO000524"	614	0	69	41	1389	1389	1389	1321	422	0.0496760259179266	-0.012330529882945	0.0489560835133189	0.0885529157667387	0.594202898550725	1.80882352941176
"MYCO000527"	229	0	43	23	780	780	780	738	237	0.0551282051282051	-0.00687835067266647	0.0538461538461538	0.0884615384615385	0.534883720930233	1.64285714285714
"MYCO000528"	1167	0	71	46	1590	1590	1590	1519	485	0.0446540880503145	-0.0173524677505571	0.0446540880503145	0.0849056603773585	0.647887323943662	1.90140845070423
"MYCO000529"	285	0	60	29	972	975	974.896551724138	908	209	0.0615449915110356	-0.000461564289835957	0.0686191284663272	0.356854838709677	0.483333333333333	5.20051546391752
"MYCO000548"	51	0	46	29	945	945	945	900	287	0.0486772486772487	-0.0133293071236229	0.0476190476190476	0.0888888888888889	0.630434782608696	1.86666666666667
"MYCO000551"	270	0	104	77	1713	1716	1715.96103896104	1610	500	0.0606074366717374	-0.00139911912913417	0.0617502592163724	0.125854278773018	0.740384615384615	2.03811741635003
"MYCO000553"	717	0	50	37	981	981	981	933	292	0.0509683995922528	-0.0110381562086188	0.0489296636085627	0.107033639143731	0.74	2.1875
"MYCO000555"	706	0	67	32	1665	1665	1665	1598	520	0.0402402402402402	-0.0217663155606314	0.0402402402402402	0.0630630630630631	0.477611940298507	1.56716417910448
"MYCO000557"	87	0	97	63	1137	1143	1137.09523809524	1044	320	0.08530507977721	0.0232985239763384	0.0818711001298226	0.155743540349262	0.649484536082474	1.90230179028131
"MYCO000558"	385	0	34	22	705	705	705	671	214	0.0482269503546099	-0.0137796054462617	0.0482269503546099	0.0893617021276596	0.647058823529412	1.85294117647059
"MYCO000562"	36	0	57	35	1008	1008	1008	956	304	0.056547619047619	-0.00545893675325255	0.0515873015873016	0.0952380952380952	0.614035087719298	1.84615384615385
"MYCO000563"	158	0	52	32	861	861	861	812	259	0.0603948896631823	-0.00161166613768925	0.0569105691056911	0.0975609756097561	0.615384615384615	1.71428571428571
"MYCO000564"	92	0	67	44	1026	1026	1026	961	299	0.0653021442495127	0.00329558844864107	0.0633528265107212	0.125730994152047	0.656716417910448	1.98461538461538
"MYCO000566"	25	0	25	17	492	492	492	467	148	0.0508130081300813	-0.0111935476707903	0.0508130081300813	0.0975609756097561	0.68	1.92
"MYCO000636"	13	0	30	17	429	429	429	400	127	0.0699300699300699	0.00792351412919833	0.0675990675990676	0.111888111888112	0.566666666666667	1.6551724137931
"MYCO000639"	293	0	29	20	717	717	717	688	219	0.0404463040446304	-0.0215602517562412	0.0404463040446304	0.0836820083682008	0.689655172413793	2.06896551724138
"MYCO000647"	278	0	76	41	1464	1476	1467.14634146341	1389	407	0.0518012401708977	-0.0102053156299739	0.0532641763503037	0.167772180938604	0.539473684210526	3.14981273408252
"MYCO000655"	37	0	60	35	1080	1080	1080	1023	327	0.0555555555555556	-0.00645100024531605	0.0527777777777778	0.0916666666666667	0.583333333333333	1.73684210526316
"MYCO000667"	366	0	321	218	3507	3531	3518.97247706422	3283	1011	0.0912198097860093	0.0292132539851377	0.0670572101948025	0.13810067576023	0.679127725856698	2.05944558920726
"MYCO000668"	290	0	318	212	3951	3966	3951.09905660377	3689	1145	0.0804839350885174	0.0184773792876458	0.0663357341460989	0.130621644562713	0.666666666666667	1.96909925312698
"MYCO000672"	315	0	116	70	1629	1656	1629.38571428571	1510	473	0.0711924739384695	0.00918591813759795	0.0732703823526809	0.129119650700963	0.603448275862069	1.76223525188467
"MYCO000684"	100	0	111	46	2106	2106	2106	1997	657	0.0527065527065527	-0.00930000309431889	0.0517568850902184	0.0641025641025641	0.414414414414414	1.23853211009174
"MYCO000685"	30	0	38	12	1188	1191	1190.5	1151	378	0.0319193616127677	-0.0300871941881039	0.0331793364132717	0.0474590508189836	0.315789473684211	1.43037974683544
"MYCO000693"	729	0	51	31	1176	1176	1176	1125	360	0.0433673469387755	-0.0186392088620961	0.0433673469387755	0.0816326530612245	0.607843137254902	1.88235294117647
"MYCO000696"	115	0	80	45	1407	1413	1412.86666666667	1323	419	0.0566224696833859	-0.00538408611748571	0.0636059076110058	0.110319445099799	0.5625	1.73442136498514
"MYCO000732"	21	0	74	43	1326	1326	1326	1251	397	0.0558069381598793	-0.00619961764099227	0.0565610859728507	0.101809954751131	0.581081081081081	1.8
"MYCO000733"	16	0	26	14	546	546	546	521	168	0.0476190476190476	-0.014387508181824	0.0457875457875458	0.0769230769230769	0.538461538461538	1.68
"MYCO000734"	787	0	36	23	795	801	800.739130434783	754	238	0.0449584622902753	-0.0170480935105963	0.0583699842536791	0.108323831242874	0.638888888888889	1.85581395348837
"MYCO000757"	14	0	39	26	744	744	744	708	225	0.0524193548387097	-0.00958720096216192	0.0483870967741935	0.092741935483871	0.666666666666667	1.91666666666667
"MYCO000758"	200	0	192	162	1446	1485	1458.11111111111	1269	350	0.131677207955498	0.0696706521546265	0.12969595366913	0.27989026899337	0.84375	2.15804935370154
